,Unnamed: 0,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
64,156,article,1113882,Tami  Lapidot and Orit  Hazzan,,,,Song Debugging: Merging Content and Pedagogy in Computer Science Education,79--83,,5.0,"computer science education, debugging, music, teacher education",10.1145/1113847.1113882,SIGCSE Bull.,December 2005,37,4,,December,2005.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science education strategies
65,157,article,2445324,Jiangjiang  Liu and Cheng-Hsien  Lin and Phillip  Potter and Ethan Philip Hasson and Zebulun David Barnett and Michael  Singleton,,,,Going Mobile with App Inventor for Android: A One-week Computing Workshop for K-12 Teachers,433--438,,6.0,"computer science education, curriculum, information systems education",10.1145/2445196.2445324,,,,,,,2013.0,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computer science education strategies
68,160,article,1734357,Alexander  Repenning and David  Webb and Andri  Ioannidou,,,,Scalable Game Design and the Development of a Checklist for Getting Computational Thinking into Public Schools,265--269,,5.0,"computational science, computational thinking, game design",10.1145/1734263.1734357,,,,,,,2010.0,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computer science education strategies
71,168,article,1067513,Linda  Stern and Selby  Markham and Ria  Hanewald,,,,You Can Lead a Horse to Water: How Students Really Use Pedagogical Software,246--250,,5.0,"algorithm animation, computer science education, evaluation, multimedia, software use",10.1145/1067445.1067513,,,,,,,2005.0,,Proceedings of the 10th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '05,,1-59593-024-8,"Caparica, Portugal",ACM,"New York, NY, USA",computer science education strategies
75,179,article,1008025,Orna  Muller and Bruria  Haberman and Haim  Averbuch,,,,(An Almost) Pedagogical Pattern for Pattern-based Problem-solving Instruction,102--106,,5.0,"computer science education, teacher training",10.1145/1026487.1008025,SIGCSE Bull.,September 2004,36,3,,June,2004.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science education strategies
77,184,article,2445286,Khuloud  Ahmad and Paul  Gestwicki,,,,Studio-based Learning and App Inventor for Android in an Introductory CS Course for Non-majors,287--292,,6.0,"AIA, MSLQ, computer science education, introductory computer science, mind map, studio-based learning",10.1145/2445196.2445286,,,,,,,2013.0,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computer science education strategies
78,191,article,3084306,Adelmo Antonio da Silva  Eloy and Amilton Rodrigues Quadros  Martins and Ariane Mileidi  Pazinato and Maria de Fatima S. Polesi  Lukjanenko and Roseli de Deus  Lopes,,,,Programming Literacy: Computational Thinking in Brazilian Public Schools,439--444,,6.0,"computational thinking, computer science education, k-12 education, programming, teacher training",10.1145/3078072.3084306,,,,,,,2017.0,,Proceedings of the 2017 Conference on Interaction Design and Children,IDC '17,,978-1-4503-4921-5,"Stanford, California, USA",ACM,"New York, NY, USA",computer science education strategies
80,194,article,1227473,Ken  Wong and Tilman  Wolf and Sergey  Gorinsky and Jonathan  Turner,,,,Teaching Experiences with a Virtual Network Laboratory,481--485,,5.0,"education, experimental computer science, laboratory",10.1145/1227504.1227473,SIGCSE Bull.,March 2007,39,1,,March,2007.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science education strategies
82,197,article,362610,Saul  Amarel,,,,Computer Science: A Conceptual Framework for Curriculum Planning,391--401,,11.0,"computer science, curriculum planning, education",10.1145/362604.362610,Commun. ACM,June 1971,14,6,,June,1971.0,0001-0782,,,,,,ACM,"New York, NY, USA",computer science education strategies
83,200,article,1869571,Nate  Anderson and Jens  Mache and William  Watson,,,,Learning CUDA: Lab Exercises and Experiences,183--188,,6.0,"CUDA, GPGPU, computer science education, parallel computing",10.1145/1869542.1869571,,,,,,,2010.0,,Proceedings of the ACM International Conference Companion on Object Oriented Programming Systems Languages and Applications Companion,OOPSLA '10,,978-1-4503-0240-1,"Reno/Tahoe, Nevada, USA",ACM,"New York, NY, USA",computer science education strategies
84,202,article,1640241,Adam L. Meyers and Marilyn C. Cole and Evan  Korth and Sam  Pluta,,,,Musicomputation: Teaching Computer Science to Teenage Musicians,29--38,,10.0,"computer music, computer science education, processing",10.1145/1640233.1640241,,,,,,,2009.0,,Proceedings of the Seventh ACM Conference on Creativity and Cognition,C&#38;C '09,,978-1-60558-865-0,"Berkeley, California, USA",ACM,"New York, NY, USA",computer science education strategies
87,205,article,2466518,Lindsey Ann Gouws and Karen  Bradshaw and Peter  Wentworth,,,,Computational Thinking in Educational Activities: An Evaluation of the Educational Game Light-bot,10--15,,6.0,"computational thinking, computer science education, evaluation framework",10.1145/2462476.2466518,,,,,,,2013.0,,Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '13,,978-1-4503-2078-8,"Canterbury, England, UK",ACM,"New York, NY, USA",computer science education strategies
88,206,article,1734406,Jennifer  Parham and Leo  Gugerty and D. E. Stevenson,,,,Empirical Evidence for the Existence and Uses of Metacognition in Computer Science Problem Solving,416--420,,5.0,"cognitive processing, computer science education, metacognition, problem solving, schemata",10.1145/1734263.1734406,,,,,,,2010.0,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computer science education strategies
89,210,article,563811,Susan E. George,,,,Learning and the Reflective Journal in Computer Science,77--86,,10.0,"assessment methods, computer science education, learning, programming course, reflective journal",,,,,,,,2002.0,,Proceedings of the Twenty-fifth Australasian Conference on Computer Science - Volume 4,ACSC '02,,0-909925-82-8,"Melbourne, Victoria, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computer science education strategies
94,218,article,1352640,Jesse M. Heines and Kenneth J. Goldman and Jim  Jeffers and Edward A. Fox and Robert  Beck,,,,Interdisciplinary Approaches to Revitalizing Undergraduate Computing Education,68--72,,5.0,"computer science education, interdisciplinary programs",,J. Comput. Sci. Coll.,May 2008,23,5,,May,2008.0,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,computer science education strategies
95,219,article,2445366,Ran  Libeskind-Hadas,,,,A Derivation-first Approach to Teaching Algorithms,573--578,,6.0,"algorithms, computer science education, derivations",10.1145/2445196.2445366,,,,,,,2013.0,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computer science education strategies
97,222,article,1953249,Peter J. Desnoyers,,,,Teaching Operating Systems As How Computers Work,281--286,,6.0,"computer science education, operating systems",10.1145/1953163.1953249,,,,,,,2011.0,,Proceedings of the 42Nd ACM Technical Symposium on Computer Science Education,SIGCSE '11,,978-1-4503-0500-6,"Dallas, TX, USA",ACM,"New York, NY, USA",computer science education strategies
100,229,article,1953317,Tim  Bell and Lynn  Lambert,,,,Teaching Computer Science Majors About Teaching Computer Science,541--546,,6.0,"K-12, computer science education",10.1145/1953163.1953317,,,,,,,2011.0,,Proceedings of the 42Nd ACM Technical Symposium on Computer Science Education,SIGCSE '11,,978-1-4503-0500-6,"Dallas, TX, USA",ACM,"New York, NY, USA",computer science education strategies
101,230,article,2677308,Heather  Bort and Mimi  Czarnik and Dennis  Brylow,,,,Introducing Computing Concepts to Non-Majors: A Case Study in Gothic Novels,132--137,,6.0,"computer science education, network analysis",10.1145/2676723.2677308,,,,,,,2015.0,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computer science education strategies
104,246,article,2999553,Natalie  Culligan and Keith  Quille and Susan  Bergin,,,,VEAP: A Visualisation Engine and Analyzer for preSS#,130--134,,5.0,"computer science, data visualization, education, educational tools",10.1145/2999541.2999553,,,,,,,2016.0,,Proceedings of the 16th Koli Calling International Conference on Computing Education Research,Koli Calling '16,,978-1-4503-4770-9,"Koli, Finland",ACM,"New York, NY, USA",computer science education strategies
105,250,article,1536557,Quincy  Brown and Frank  Lee and Suzanne  Alejandre,,,,Emphasizing Soft Skills and Team Development in an Educational Digital Game Design Course,240--247,,8.0,"computer science education, games, multidisciplinary",10.1145/1536513.1536557,,,,,,,2009.0,,Proceedings of the 4th International Conference on Foundations of Digital Games,FDG '09,,978-1-60558-437-9,"Orlando, Florida",ACM,"New York, NY, USA",computer science education strategies
106,251,article,808622,Jean B. Rogers,,,,Inferring Cognitive Focus from Students' Programs,51--55,,5.0,"Computer science education, Programming instruction",10.1145/952980.808622,SIGCSE Bull.,February 1984,16,1,,January,1984.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science education strategies
111,260,article,2506005,Zeev  Fraiman and Evgeny  Kanel and Judith  Gal-Ezer and Tami  Lapidot,,,,Sharing Computer Science Education Ideas: Israeli-Russian Collaboration,76--81,,6.0,"computer science education, computer science high school curriculum, curriculum reform",10.1145/2505990.2506005,ACM Inroads,September 2013,4,3,,September,2013.0,2153-2184,,,,,,ACM,"New York, NY, USA",computer science education strategies
112,265,article,2677295,Philip Sheridan Buffum and Eleni V. Lobene and Megan Hardy Frankosky and Kristy Elizabeth Boyer and Eric N. Wiebe and James C. Lester,,,,A Practical Guide to Developing and Validating Computer Science Knowledge Assessments with Application to Middle School,622--627,,6.0,"assessment, computer science education, middle school",10.1145/2676723.2677295,,,,,,,2015.0,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computer science education strategies
113,266,article,2421281,Linda  Marshall,,,,A Comparison of the Core Aspects of the ACM/IEEE Computer Science Curriculum 2013 Strawman Report with the Specified Core of CC2001 and CS2008 Review,29--34,,6.0,"computer science, computing curricula",10.1145/2421277.2421281,,,,,,,2012.0,,Proceedings of Second Computer Science Education Research Conference,CSERC '12,,978-1-4503-1858-7,"Wroclaw, Poland",ACM,"New York, NY, USA",computer science education strategies
114,269,article,323291,Robert J. McGlinn and Linda  Lewis,,,,"IPEX1, a Library of Dynamic Introductory Programming Examples",72--77,,6.0,"Pascal, computer aided instruction, computer science education",10.1145/323275.323291,SIGCSE Bull.,Mar. 1985,17,1,,March,1985.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science education strategies
118,275,article,2513484,Lindsey  Gouws and Karen  Bradshaw and Peter  Wentworth,,,,First Year Student Performance in a Test for Computational Thinking,271--277,,7.0,"computational thinking, computer science education, student evaluation",10.1145/2513456.2513484,,,,,,,2013.0,,Proceedings of the South African Institute for Computer Scientists and Information Technologists Conference,SAICSIT '13,,978-1-4503-2112-9,"East London, South Africa",ACM,"New York, NY, USA",computer science education strategies
120,280,article,1017836,Michael  Eisenberg,,,,Tangible Ideas for Children: Materials Sciences As the Future of Educational Technology,19--26,,8.0,"educational technology, materials science",10.1145/1017833.1017836,,,,,,,2004.0,,Proceedings of the 2004 Conference on Interaction Design and Children: Building a Community,IDC '04,,1-58113-791-5,Maryland,ACM,"New York, NY, USA",computer science education strategies
121,281,article,2043600,Laura  Benvenuti and Paul E. van der Vet and Gerrit C. van der Veer,,,,"Sciences, Computing, Informatics: Who is the Keeper of the Real Faith?",73--78,,6.0,"computer science education, cultural differences, information science education, intellectual discipline",,,,,,,,2011.0,,Computer Science Education Research Conference,CSERC '11,,978 90 358 1987 0,"Heerlen, Netherlands","Open Universiteit, Heerlen","Open Univ., Heerlen, The Netherlands, The Netherlands",computer science education strategies
122,282,article,2910951,Herbert H. Tsang and Andrew J. Park,,,,A Proposal of Undergraduate Curriculum to Include Research Under the Experiential Learning Framework,6:1--6:6,6.0,6.0,"Education methods, computing science education, experiential learning, real-world experience, research",10.1145/2910925.2910951,,,,,,,2016.0,,Proceedings of the 21st Western Canadian Conference on Computing Education,WCCCE '16,,978-1-4503-4355-8,"Kamloops, BC, Canada",ACM,"New York, NY, USA",computer science education strategies
123,283,article,3017733,Sohum  Sohoni and Scotty D. Craig and Shaowen  Lu,,,,Impact of Prior Exposure to the PLP Instruction Set Architecture in a Computer Architecture Course,555--560,,6.0,"computer architecture, computer science education, courseware, educational technology, engineering education",10.1145/3017680.3017733,,,,,,,2017.0,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computer science education strategies
124,284,article,2316942,Carlos J. Costa and Manuela  Aparicio and Carlos  Cordeiro,,,,A Solution to Support Student Learning of Programming,25--29,,5.0,"computer programming education, computer science education, engineering education",10.1145/2316936.2316942,,,,,,,2012.0,,Proceedings of the Workshop on Open Source and Design of Communication,OSDOC '12,,978-1-4503-1525-8,"Lisboa, Portugal",ACM,"New York, NY, USA",computer science education strategies
125,289,article,2538904,Ivona  Bezakova and James  Heliotis and Sean  Strout,,,,On the Efficacy of Board Game Strategy Development As a First-year CS Project,283--288,,6.0,"basic data structures and algorithms, evaluation, introductory computer science, learning in context, open-ended project, randomized controlled trial",10.1145/2538862.2538904,,,,,,,2014.0,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computer science education strategies
126,290,article,3059060,Jennifer  Rosato and Chery  Lucarelli and Cassandra  Beckworth and Ralph  Morelli,,,,A Comparison of Online and Hybrid Professional Development for CS Principles Teachers,140--145,,6.0,"community of practice, computer science principles, k-12 computer science, online professional development",10.1145/3059009.3059060,,,,,,,2017.0,,Proceedings of the 2017 ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '17,,978-1-4503-4704-4,"Bologna, Italy",ACM,"New York, NY, USA",computer science education strategies
127,291,article,1047893,Cuihua  Zhang and John E. Howland,,,,"Brief and Yet Bountiful: The History of Computing, Why Do Students Need It?",308--314,,7.0,"computer history, computer science curriculum, computer science education",,J. Comput. Sci. Coll.,April 2005,20,4,,April,2005.0,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,computer science education strategies
6,32,article,980002,Kris D. Powers,,,,Teaching Computer Architecture in Introductory Computing: Why? And How?,255--260,,6.0,"active learning, computer architecture, computer science education",,,,,,,,2004.0,,Proceedings of the Sixth Australasian Conference on Computing Education - Volume 30,ACE '04,,,"Dunedin, New Zealand","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computer science accessibility education
7,35,article,2381102,Jane  Margolis and Jean J. Ryoo and Cueponcaxochitl D. M. Sandoval and Clifford  Lee and Joanna  Goode and Gail  Chapman,,,,Beyond Access: Broadening Participation in High School Computer Science,72--78,,7.0,"Computer Science education, broadening participation, cultural relevance, equity, exploring Computer Science, pedagogy",10.1145/2381083.2381102,ACM Inroads,December 2012,3,4,,December,2012.0,2153-2184,,,,,,ACM,"New York, NY, USA",computer science accessibility education
8,36,article,1352233,Orit  Hazzan and Judith  Gal-Ezer and Lenore  Blum,,,,A Model for High School Computer Science Education: The Four Key Elements That Make It!,281--285,,5.0,"computer science education, computer science education research, curriculum, teacher preparation programs, teaching certificate",10.1145/1352135.1352233,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computer science accessibility education
12,48,article,2335850,Rubin H. Landau and Manuel J. Paez and Cristian C. Bordeianu,,,,"A Blended, Multimodal Access eTextBook in Computational Physics",52:1--52:7,52.0,7.0,"blended, computational physics, computational science, eBooks, education, executable paper, multimodal",10.1145/2335755.2335850,,,,,,,2012.0,,Proceedings of the 1st Conference of the Extreme Science and Engineering Discovery Environment: Bridging from the eXtreme to the Campus and Beyond,XSEDE '12,,978-1-4503-1602-6,"Chicago, Illinois, USA",ACM,"New York, NY, USA",computer science accessibility education
13,49,article,3091511,Elisabeth  Coskun and Su  White,,,,Web Science: Mapping the Curriculum,241--245,,5.0,"education, web science, web science curriculum",10.1145/3091478.3091511,,,,,,,2017.0,,Proceedings of the 2017 ACM on Web Science Conference,WebSci '17,,978-1-4503-4896-6,"Troy, New York, USA",ACM,"New York, NY, USA",computer science accessibility education
14,50,article,1734325,Rafael  del Vado V&#237;rseda,,,,A Visualization Tool for Tutoring the Interactive Learning of Data Structures and Algorithmic Schemes.,187--191,,5.0,"algorithmic schemes, computer science education, data structures",10.1145/1734263.1734325,,,,,,,2010.0,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computer science accessibility education
20,62,article,1121376,John  DeHart and Fred  Kuhns and Jyoti  Parwatikar and Jonathan  Turner and Charlie  Wiseman and Ken  Wong,,,,The Open Network Laboratory,107--111,,5.0,"education, experimental computer science, real-time displays",10.1145/1121341.1121376,,,,,,,2006.0,,Proceedings of the 37th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '06,,1-59593-259-3,"Houston, Texas, USA",ACM,"New York, NY, USA",computer science accessibility education
22,66,article,1858454,Charles  Peck,,,,LittleFe: Parallel and Distributed Computing Education on the Move,16--22,,7.0,"computational science education, computer science education, outreach, portable cluster, undergraduate curriculum",,J. Comput. Sci. Coll.,October 2010,26,1,,October,2010.0,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,computer science accessibility education
24,69,article,1352257,Leigh Ann  Sudol,,,,Forging Connections Between Life and Class Using Reading Assignments: A Case Study,357--361,,5.0,"communication skills, computer science education, ethical/societal issues, women in computing",10.1145/1352322.1352257,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
28,84,article,1999758,Elaine  Pearson and Chrstopher  Bailey and Steve  Green,,,,A Tool to Support the Web Accessibility Evaluation Process for Novices,28--32,,5.0,"accessibility education., web accessibility evaluation, web accessibility guidelines",10.1145/1999747.1999758,,,,,,,2011.0,,Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education,ITiCSE '11,,978-1-4503-0697-3,"Darmstadt, Germany",ACM,"New York, NY, USA",computer science accessibility education
31,90,article,1352142,Irene  Polycarpou and Ana  Pasztor and Malek  Adjouadi,,,,A Conceptual Approach to Teaching Induction for Computer Science,9--13,,5.0,"computer science education, induction principle, inductive sets, logic for computer science, proofs by induction, undergraduate computer science curricula",10.1145/1352322.1352142,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
33,92,article,2445266,Suzanne P. Balik and Sean P. Mealin and Matthias F. Stallmann and Robert D. Rodman,,,,GSK: Universally Accessible Graph Sketching,221--226,,6.0,"accessibility, computational equivalence, universal design",10.1145/2445196.2445266,,,,,,,2013.0,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computer science accessibility education
40,106,article,1352246,Blair  Taylor and Shiva  Azadegan,,,,Moving Beyond Security Tracks: Integrating Security in Cs0 and Cs1,320--324,,5.0,"computer science curriculum, information security curriculum development, security education",10.1145/1352322.1352246,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
43,121,article,509114,David  Curtis and Edna E. Gentry and Steven I. Gordon and Susan  Ragan and Erich  Schroeder and Lisa  Bievenue and David  Emigh and Mary Ellen Verona,,,,The RiverWeb Toolsuite&Trade;: Bridging the Gap Between High-end Environmental Science and the Classroom,1--17,,17.0,"K-12 education, math education, science education, watersheds",,,,,,,,1998.0,,Proceedings of the 1998 ACM/IEEE Conference on Supercomputing,SC '98,,0-89791-984-X,"San Jose, CA",IEEE Computer Society,"Washington, DC, USA",computer science accessibility education
46,130,article,1969295,N&#225;dia  Fernandes and Rui  Lopes and Lu&#237;s  Carri&#231;o,,,,On Web Accessibility Evaluation Environments,4:1--4:10,4.0,10.0,"automated evaluation, web accessibility, web accessibility evaluation environments, web science",10.1145/1969289.1969295,,,,,,,2011.0,,Proceedings of the International Cross-Disciplinary Conference on Web Accessibility,W4A '11,,978-1-4503-0476-4,"Hyderabad, Andhra Pradesh, India",ACM,"New York, NY, USA",computer science accessibility education
49,145,article,2461122,N&#225;dia  Fernandes and Ana Sofia Batista and Daniel  Costa and Carlos  Duarte and Lu&#237;s  Carri&#231;o,,,,Three Web Accessibility Evaluation Perspectives for RIA,12:1--12:9,12.0,9.0,"automated evaluation, web accessibility, web browser processing, web science",10.1145/2461121.2461122,,,,,,,2013.0,,Proceedings of the 10th International Cross-Disciplinary Conference on Web Accessibility,W4A '13,,978-1-4503-1844-0,"Rio de Janeiro, Brazil",ACM,"New York, NY, USA",computer science accessibility education
50,149,article,1047367,Robert F. Cohen and Alexander V. Fairley and David  Gerry and Gustavo R. Lima,,,,Accessibility in Introductory Computer Science,17--21,,5.0,"Java programming language, accessibility",10.1145/1047124.1047367,SIGCSE Bull.,2005,37,1,,February,2005.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
53,159,article,2844598,Nora A. Escherle and Silvia I. Ramirez-Ramirez and Ashok R. Basawapatna and Dorit  Assaf and Alexander  Repenning and Carmine  Maiello and Yasko Ch. Endo and Juan A. Nolazco-Flores,,,,Piloting Computer Science Education Week in Mexico,431--436,,6.0,"broadening participation, computer science education, computer science education in mexico, computer science education week, experience report, globalization of programming activities., international research",10.1145/2839509.2844598,,,,,,,2016.0,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computer science accessibility education
54,163,article,1352230,Robert H. Sloan and Patrick  Troy,,,,CS 0.5: A Better Approach to Introductory Computer Science for Majors,271--275,,5.0,"CS 1, computer science major, curriculum, retention",10.1145/1352322.1352230,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
59,172,article,2899431,Matthew  Love and Charles  Boisvert and Elizabeth  Uruchurtu and Ian  Ibbotson,,,,Nifty with Data: Can a Business Intelligence Analysis Sourced from Open Data Form a Nifty Assignment?,344--349,,6.0,"business intelligence, computer science education, nifty assignments, open data",10.1145/2899415.2899431,,,,,,,2016.0,,Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '16,,978-1-4503-4231-5,"Arequipa, Peru",ACM,"New York, NY, USA",computer science accessibility education
64,184,article,1352167,Iretta B. Kearse and Charles R. Hardnett,,,,Computer Science Olympiad: Exploring Computer Science Through Competition,92--96,,5.0,"competition, computer programming, computer science education, hardware, olympiad, retention, robotics, software, world wide web",10.1145/1352322.1352167,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
66,186,article,1268860,Richard  Kheir and Thomas  Way,,,,Inclusion of Deaf Students in Computer Science Classes Using Real-time Speech Transcription,261--265,,5.0,"accessibility, assistive technology, computer science education, deaf students, hard of hearing students, inclusion, speech recognition",10.1145/1269900.1268860,SIGCSE Bull.,September 2007,39,3,,June,2007.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
69,189,article,3141804,Deborah A. Fields and Yasmin B. Kafai and Tomoko  Nakajima and Joanna  Goode,,,,Teaching Practices for Making E-Textiles in High School Computing Classrooms,5:1--5:8,5.0,8.0,"Equity, computer science education, e-textiles, making, teaching practice",10.1145/3141798.3141804,,,,,,,2017.0,,Proceedings of the 7th Annual Conference on Creativity and Fabrication in Education,FabLearn '17,,978-1-4503-6349-5,"Stanford, CA, USA",ACM,"New York, NY, USA",computer science accessibility education
72,195,article,2445348,Renee  Bryce and Quentin  Mayo and Aaron  Andrews and Daniel  Bokser and Michael  Burton and Chelynn  Day and Jessica  Gonzolez and Tara  Noble,,,,Bug Catcher: A System for Software Testing Competitions,513--518,,6.0,"computer science outreach, software testing competition",10.1145/2445196.2445348,,,,,,,2013.0,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computer science accessibility education
75,207,article,2844614,Zoe J. Wood and Paul  Muhl and Katelyn  Hicks,,,,Computational Art: Introducing High School Students to Computing via Art,261--266,,6.0,"applied computing - fine arts, computer science education, introductory programming, k-12 education",10.1145/2839509.2844614,,,,,,,2016.0,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computer science accessibility education
76,210,article,3017741,Brian  Broll and Akos  L&#233;deczi and Peter  Volgyesi and Janos  Sallai and Miklos  Maroti and Alexia  Carrillo and Stephanie L. Weeden-Wright and Chris  Vanags and Joshua D. Swartz and Melvin  Lu,,,,A Visual Programming Environment for Learning Distributed Programming,81--86,,6.0,"computer science education, distributed programming, snap!, visual programming",10.1145/3017680.3017741,,,,,,,2017.0,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computer science accessibility education
77,212,article,2536537,Juan A. Juanes and Pablo  Ruisoto,,,,Technological Advances and Teaching Innovation Applied to Health Science Education,3--7,,5.0,"education, health science, medical informatics, technology",10.1145/2536536.2536537,,,,,,,2013.0,,Proceedings of the First International Conference on Technological Ecosystem for Enhancing Multiculturality,TEEM '13,,978-1-4503-2345-1,"Salamanca, Spain",ACM,"New York, NY, USA",computer science accessibility education
86,230,article,2325368,Ronit  Shmallo and Noa  Ragonis and David  Ginat,,,,Fuzzy OOP: Expanded and Reduced Term Interpretations,309--314,,6.0,"computer science education, expansion, object-oriented programming, reduction",10.1145/2325296.2325368,,,,,,,2012.0,,Proceedings of the 17th ACM Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '12,,978-1-4503-1246-2,"Haifa, Israel",ACM,"New York, NY, USA",computer science accessibility education
92,247,article,1352275,"Antonio M. Lopez,Jr. and Kun  Zhang and Frederick G. Lopez",,,,Cultural Representations of Gender Among U. S. Computer Science Undergraduates: Statistical and Data Mining Results,407--411,,5.0,"computer science, culture, data mining, ethnicity, gender roles",10.1145/1352322.1352275,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
95,252,article,2677268,Sara  Hooshangi and Richard  Weiss and Justin  Cappos,,,,Can the Security Mindset Make Students Better Testers?,404--409,,6.0,"access control, python, security, testing",10.1145/2676723.2677268,,,,,,,2015.0,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computer science accessibility education
96,253,article,2949586,Linda  Akli and Jay  Alameda and Steven I. Gordon and Marcela  Madrid and Lorna  Rivera,,,,XSEDE Training: Achieving Access and Inclusion,55:1--55:6,55.0,6.0,"Education, Evaluation, Training, Workforce Diversity",10.1145/2949550.2949586,,,,,,,2016.0,,"Proceedings of the XSEDE16 Conference on Diversity, Big Data, and Science at Scale",XSEDE16,,978-1-4503-4755-6,"Miami, USA",ACM,"New York, NY, USA",computer science accessibility education
97,256,article,1352221,Mark A. Holliday and J. Traynham Houston and E. Matthew Jones,,,,From Sockets and RMI to Web Services,236--240,,5.0,"computer science education, java remote method invocation, net-centric computing, sockets, web services",10.1145/1352322.1352221,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
