type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
article,982754,Linda  Null and Julia  Lobur,,,,MarieSim: The MARIE Computer Simulator,,1,,"Computer architecture simulator, education, introductory architecture",10.1145/982753.982754,J. Educ. Resour. Comput.,Jun-03,3,2,,June,2003,1531-4278,,,,,,ACM,"New York, NY, USA",computing education strategies
article,3017721,Sami  Khuri and Miri  VanHoven and Natalia  Khuri,,,,Increasing the Capacity of STEM Workforce: Minor in Bioinformatics,315--320,,6,"bioinformatics, computational science education, curriculum, minor, stem",10.1145/3017680.3017721,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,1364008,Helen  de F. Santos and Luiz H. Z. Santana and Diogo S. Martins and Wanderley L. De Souza and Antonio F. do Prado and Mauro  Biajiz,,,,A Ubiquitous Computing Environment for Medical Education,1395--1399,,5,"content adaptation, medical education, ubiquitous computing",10.1145/1363686.1364008,,,,,,,2008,,Proceedings of the 2008 ACM Symposium on Applied Computing,SAC '08,,978-1-59593-753-7,"Fortaleza, Ceara, Brazil",ACM,"New York, NY, USA",computing education strategies
article,2465594,Jaime  Spacco and Davide  Fossati and John  Stamper and Kelly  Rivers,,,,Towards Improving Programming Habits to Create Better Computer Science Course Outcomes,243--248,,6,"computer science education, cs2, novice programmers",10.1145/2462476.2465594,,,,,,,2013,,Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '13,,978-1-4503-2078-8,"Canterbury, England, UK",ACM,"New York, NY, USA",computing education strategies
article,2157264,Quinn  Burke and Yasmin B. Kafai,,,,The Writers' Workshop for Youth Programmers: Digital Storytelling with Scratch in Middle School Classrooms,433--438,,6,"computer science education, digital storytelling, programming, scratch",10.1145/2157136.2157264,,,,,,,2012,,Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,SIGCSE '12,,978-1-4503-1098-7,"Raleigh, North Carolina, USA",ACM,"New York, NY, USA",computing education strategies
article,3072977,Arnold  Rosenbloom and Larry Yueli Zhang,,,,A 12 Week Full Stack Web Course in 2017,86--87,,2,"computer science education, course outline, web development",10.1145/3059009.3072977,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '17,,978-1-4503-4704-4,"Bologna, Italy",ACM,"New York, NY, USA",computing education strategies
article,2445277,Neil Christopher Charles Brown and Michael  K&#246;lling and Tom  Crick and Simon  Peyton Jones and Simon  Humphreys and Sue  Sentance,,,,Bringing Computer Science Back into Schools: Lessons from the UK,269--274,,6,"computer science education, high school, teachers",10.1145/2445196.2445277,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,2466517,Chris  McDonald,,,,A Location Prediction Project on Mobile Devices,320--320,,1,"computer science education, mobile and wireless networks",10.1145/2462476.2466517,,,,,,,2013,,Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '13,,978-1-4503-2078-8,"Canterbury, England, UK",ACM,"New York, NY, USA",computing education strategies
article,1562955,Ananya  Misra and Douglas  Blank and Deepak  Kumar,,,,A Music Context for Teaching Introductory Computing,248--252,,5,"CS1, computer science, education, music, pedagogy, python",10.1145/1595496.1562955,SIGCSE Bull.,Sep-09,41,3,,July,2009,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1562955,Ananya  Misra and Douglas  Blank and Deepak  Kumar,,,,A Music Context for Teaching Introductory Computing,248--252,,5,"CS1, computer science, education, music, pedagogy, python",10.1145/1562877.1562955,,,,,,,2009,,Proceedings of the 14th Annual ACM SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '09,,978-1-60558-381-5,"Paris, France",ACM,"New York, NY, USA",computing education strategies
article,971384,Eric  Roberts,,,,Resources to Support the Use of Java in Introductory Computer Science,233--234,,2,"CS1, Java, computer science education, teaching libraries",10.1145/1028174.971384,SIGCSE Bull.,Mar-04,36,1,,March,2004,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,971384,Eric  Roberts,,,,Resources to Support the Use of Java in Introductory Computer Science,233--234,,2,"CS1, Java, computer science education, teaching libraries",10.1145/971300.971384,,,,,,,2004,,Proceedings of the 35th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '04,,1-58113-798-2,"Norfolk, Virginia, USA",ACM,"New York, NY, USA",computing education strategies
article,2538921,Lassi  Haaranen and Petri  Ihantola and Lasse  Hakulinen and Ari  Korhonen,,,,How (Not) to Introduce Badges to Online Exercises,33--38,,6,"achievement badges, computer science education, gamification",10.1145/2538862.2538921,,,,,,,2014,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2999564,Solomon S. Oyelere and Jarkko  Suhonen and Greg M. Wajiga and Erkki  Sutinen,,,,Evaluating mobileEdu: Third-year Undergraduate Computer Science Students' Mobile Learning Achievements,176--177,,2,"computer science education, mobile learning, mobileEdu",10.1145/2999541.2999564,,,,,,,2016,,Proceedings of the 16th Koli Calling International Conference on Computing Education Research,Koli Calling '16,,978-1-4503-4770-9,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
article,2999547,Alexandra  Funke and Katharina  Geldreich and Peter  Hubwieser,,,,Primary School Teachers' Opinions About Early Computer Science Education,135--139,,5,"computer science education, interview, primary school, teacher",10.1145/2999541.2999547,,,,,,,2016,,Proceedings of the 16th Koli Calling International Conference on Computing Education Research,Koli Calling '16,,978-1-4503-4770-9,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
article,3123534,A.  Po&#353;&#263;i&#263; and G.  Krekovi&#263;,,,,The Frailty of Formal Education: Visual Paradigms and Music Creation,22:1--22:4,22,4,"computer music, music education, visual programming",10.1145/3123514.3123534,,,,,,,2017,,Proceedings of the 12th International Audio Mostly Conference on Augmented and Participatory Sound and Music Experiences,AM '17,,978-1-4503-5373-1,"London, United Kingdom",ACM,"New York, NY, USA",computing education strategies
article,1168825,Amanda M. Holland-Minkley,,,,Cyberattacks: A Lab-based Introduction to Computer Security,39--46,,8,"IT education, computer security, laboratory coursework",10.1145/1168812.1168825,,,,,,,2006,,Proceedings of the 7th Conference on Information Technology Education,SIGITE '06,,1-59593-521-5,"Minneapolis, Minnesota, USA",ACM,"New York, NY, USA",computing education strategies
article,1806524,Youry  Khmelevsky and Volodymyr  Voytenko,,,,Cloud Computing Infrastructure Prototype for University Education and Research,8:1--8:5,8,5,"cloud computing, cluster computing, computing science education, distributed computing, software service, utility computing, virtualization",10.1145/1806512.1806524,,,,,,,2010,,Proceedings of the 15th Western Canadian Conference on Computing Education,WCCCE '10,,978-1-4503-0098-8,"Kelowna, British Columbia, Canada",ACM,"New York, NY, USA",computing education strategies
article,2662339,Ana  Casali and Claudia  Deco and Santiago  Beltramone,,,,Automatic Gathering of Educational Digital Resources to Populate Repositories,86:1--86:7,86,7,"Educational Digital Object, Information Gathering, Repositories Information Extraction",10.1145/2662253.2662339,,,,,,,2014,,Proceedings of the XV International Conference on Human Computer Interaction,Interacci&#243;n '14,,978-1-4503-2880-7,"Puerto de la Cruz, Tenerife, Spain",ACM,"New York, NY, USA",computing education strategies
article,318559,Jay  Lesandrini,,,,Pulling Yourself Up by Your Own Bootstraps: Strategies for Advancing Your Documentation Team's Position in Your Company,70--71,,2,"management strategy, roles, team development",10.1145/318372.318559,,,,,,,1999,,Proceedings of the 17th Annual International Conference on Computer Documentation,SIGDOC '99,,1-58113-072-4,"New Orleans, Louisiana, USA",ACM,"New York, NY, USA",computing education strategies
article,2157391,Murali  Mani and Quamrul  Mazumder,,,,Active Learning in Computer Science Education Using Meta-cognition (Abstract Only),671--671,,1,"active learning, experiential learning, meta-cognition",10.1145/2157136.2157391,,,,,,,2012,,Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,SIGCSE '12,,978-1-4503-1098-7,"Raleigh, North Carolina, USA",ACM,"New York, NY, USA",computing education strategies
article,122914,Susan  Gammill,,,,Strategies for Small Schools &Ldquo;Reaching out to the Community&Rdquo;,89--92,,4,,10.1145/122898.122914,,,,,,,1991,,Proceedings of the 19th Annual ACM SIGUCCS Conference on User Services,SIGUCCS '91,,0-89791-454-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,16890,Jorge  Bocca,,,,On the Evaluation Strategy of EDUCE,368--378,,11,,10.1145/16894.16890,,,,,,,1986,,Proceedings of the 1986 ACM SIGMOD International Conference on Management of Data,SIGMOD '86,,0-89791-191-1,"Washington, D.C., USA",ACM,"New York, NY, USA",computing education strategies
article,16890,Jorge  Bocca,,,,On the Evaluation Strategy of EDUCE,368--378,,11,,10.1145/16856.16890,SIGMOD Rec.,Jun-86,15,2,,June,1986,0163-5808,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2699751,Elena L. Glassman and Jeremy  Scott and Rishabh  Singh and Philip J. Guo and Robert C. Miller,,,,OverCode: Visualizing Variation in Student Solutions to Programming Problems at Scale,7:1--7:35,7,35,"Programming education, learning at scale",10.1145/2699751,ACM Trans. Comput.-Hum. Interact.,Apr-15,22,2,,March,2015,1073-0516,,,,,,ACM,"New York, NY, USA",computing education strategies
article,858437,Christian  Wolf,,,,iWeaver: Towards 'Learning Style'-based e-Learning in Computer Science Education,273--279,,7,"adaptive hypermedia, adaptive learning, e-learning, individual learning styles, learner modelling, learner-centred design, multimedia learning, user modelling",,,,,,,,2003,,Proceedings of the Fifth Australasian Conference on Computing Education - Volume 20,ACE '03,,0-909925-98-4,"Adelaide, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
article,1658637,Zvi  Bekerman and Gabriel  Horenczyk,,,,"Golem, from Prague to Cyberspace: The Use of CSCL in Cultural Education for Diasporas",144--150,,7,"Diaspora, Jewish education, computer-supported collaborative learning, cultural education, cultural identity, ethnic identity, multicultural education, technology and education",,,,,,,,2002,,Proceedings of the Conference on Computer Support for Collaborative Learning: Foundations for a CSCL Community,CSCL '02,,,"Boulder, Colorado",International Society of the Learning Sciences,,computing education strategies
article,858423,Kay C. Bryant,,,,A Methodology for the Design of Courses in Information Systems,159--167,,9,"IS education, design methodologies, educational IS",,,,,,,,2003,,Proceedings of the Fifth Australasian Conference on Computing Education - Volume 20,ACE '03,,0-909925-98-4,"Adelaide, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
article,3022342,Richard E. Ladner and Andreas  Stefik and Daniela  Marghitu,,,,Access to Computing Education for Students with Disabilities (Abstract Only),726--726,,1,"accessibility, disability, inclusion",10.1145/3017680.3022342,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,1060077,Peter  McKenna,,,,Gender and Black Boxes in the Programming Curriculum,,6,,"Gender, black boxes, programming styles",10.1145/1060071.1060077,J. Educ. Resour. Comput.,Mar-04,4,1,,March,2004,1531-4278,,,,,,ACM,"New York, NY, USA",computing education strategies
book,17468,,Ronald E Anderson,,,,,,,,,,,,,,,1986,,Topics in Computer Education: National Educational Computer Policy Alternatives,,,0-89791-188-1,,ACM,"New York, NY, USA",computing education strategies
article,1383645,David  Poe and Christine  Hansen and Kellie  McGowan and Gautam  Singh,,,,Refining Educational Content Through a Closed-loop FLOW Approach,102--106,,5,"computers in education, e-education, knowledge data systems, knowledge engineering, web-based education",10.1145/1383602.1383645,SIGCSE Bull.,Jun-08,40,2,,June,2008,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2658692,Gabriel  Barata and Sandra  Gama and Joaquim A.P. Jorge and Daniel J.V. Gon&#231;alves,,,,Relating Gaming Habits with Student Performance in a Gamified Learning Experience,17--25,,9,"brainhex, cluster analysis, education, gamer profiles, gamification, student performance",10.1145/2658537.2658692,,,,,,,2014,,Proceedings of the First ACM SIGCHI Annual Symposium on Computer-human Interaction in Play,CHI PLAY '14,,978-1-4503-3014-5,"Toronto, Ontario, Canada",ACM,"New York, NY, USA",computing education strategies
article,1352294,Nick  Feamster and Alexander  Gray,,,,Can Great Research Be Taught?: Independent Research with Cross-disciplinary Thinking and Broader Impact,471--475,,5,"graduate education, ph.d., research",10.1145/1352322.1352294,SIGCSE Bull.,Mar-08,40,1,,March,2008,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1352294,Nick  Feamster and Alexander  Gray,,,,Can Great Research Be Taught?: Independent Research with Cross-disciplinary Thinking and Broader Impact,471--475,,5,"graduate education, ph.d., research",10.1145/1352135.1352294,,,,,,,2008,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computing education strategies
article,2532768,Nata&#353;a  Grgurina and Erik  Barendsen and Bert  Zwaneveld and Wim  van de Grift and Idzard  Stoker,,,,Computational Thinking Skills in Dutch Secondary Education,31--32,,2,"computational thinking, computer science education, pedagogical content knowledge, problem-solving",10.1145/2532748.2532768,,,,,,,2013,,Proceedings of the 8th Workshop in Primary and Secondary Computing Education,WiPSE '13,,978-1-4503-2455-7,"Aarhus, Denmark",ACM,"New York, NY, USA",computing education strategies
article,1753217,Paul G. Austrem,,,,Runtime Mix'N and Match Design Pattern,17:1--17:8,17,8,"architecture, runtime binding, strategy pattern",10.1145/1753196.1753217,,,,,,,2008,,Proceedings of the 15th Conference on Pattern Languages of Programs,PLoP '08,,978-1-60558-151-4,"Nashville, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
article,947518,Anand  Padmanabhan,,,,"The SNet Model: Access, Security and e-Services for Students",182--188,,7,"SNet, communication, eServices, email, higher education, information technology, model, wireless",10.1145/947469.947518,,,,,,,2003,,Proceedings of the 31st  Annual ACM SIGUCCS Fall Conference,SIGUCCS '03,,1-58113-665-X,"San Antonio, TX, USA",ACM,"New York, NY, USA",computing education strategies
article,1083177,Austen  Rainer and Dorota  Jagielska and Tracy  Hall,,,,Software Engineering Practice Versus Evidence-based Software Engineering Research,1--5,,5,"adoption, evaluation, evidence, persuasion strategies",10.1145/1082983.1083177,SIGSOFT Softw. Eng. Notes,Jul-05,30,4,,May,2005,0163-5948,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1083177,Austen  Rainer and Dorota  Jagielska and Tracy  Hall,,,,Software Engineering Practice Versus Evidence-based Software Engineering Research,1--5,,5,"adoption, evaluation, evidence, persuasion strategies",10.1145/1082983.1083177,,,,,,,2005,,Proceedings of the 2005 Workshop on Realising Evidence-based Software Engineering,REBSE '05,,1-59593-121-X,"St. Louis, Missouri",ACM,"New York, NY, USA",computing education strategies
article,283112,Jean  Mayo and Phil  Kearns,,,,A Secure Networked Laboratory for Kernel Programming,175--177,,3,"education, operating systems",10.1145/290320.283112,SIGCSE Bull.,Sept. 1998,30,3,,August,1998,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,283112,Jean  Mayo and Phil  Kearns,,,,A Secure Networked Laboratory for Kernel Programming,175--177,,3,"education, operating systems",10.1145/282991.283112,,,,,,,1998,,Proceedings of the 6th Annual Conference on the Teaching of Computing and the 3rd Annual Conference on Integrating Technology into Computer Science Education: Changing the Delivery of Computer Science Education,ITiCSE '98,,1-58113-000-7,"Dublin City Univ., Ireland",ACM,"New York, NY, USA",computing education strategies
article,1273685,Christof  Lutteroth and Andrew  Luxton-Reilly and Gillian  Dobbie and John  Hamer,,,,A Maturity Model for Computing Education,107--114,,8,"CMM, education, maturity, quality",,,,,,,,2007,,Proceedings of the Ninth Australasian Conference on Computing Education - Volume 66,ACE '07,,1-920-68246-5,"Ballarat, Victoria, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
article,971371,Lilly  Irani,,,,Understanding Gender and Confidence in CS Course Culture,195--199,,5,"classroom case study, classroom issues, confidence, gender and diversity, gender and education, social factors in computing, women",10.1145/971300.971371,,,,,,,2004,,Proceedings of the 35th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '04,,1-58113-798-2,"Norfolk, Virginia, USA",ACM,"New York, NY, USA",computing education strategies
article,971371,Lilly  Irani,,,,Understanding Gender and Confidence in CS Course Culture,195--199,,5,"classroom case study, classroom issues, confidence, gender and diversity, gender and education, social factors in computing, women",10.1145/1028174.971371,SIGCSE Bull.,Mar-04,36,1,,March,2004,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1071624,Elizabeth  Sklar and Simon  Parsons and Peter  Stone,,,,Using RoboCup in University-level Computer Science Education,,4,,"RoboCup, educational robotics",10.1145/1071620.1071624,J. Educ. Resour. Comput.,Jun-04,4,2,,June,2004,1531-4278,,,,,,ACM,"New York, NY, USA",computing education strategies
article,3020175,Kanika  Narang and Susan T. Dumais and Nick  Craswell and Dan  Liebling and Qingyao  Ai,,,,Large-Scale Analysis of Email Search and Organizational Strategies,215--223,,9,"email management strategies, email search",10.1145/3020165.3020175,,,,,,,2017,,Proceedings of the 2017 Conference on Conference Human Information Interaction and Retrieval,CHIIR '17,,978-1-4503-4677-1,"Oslo, Norway",ACM,"New York, NY, USA",computing education strategies
article,1409807,Dongqing  Yuan and Jiling  Zhong,,,,Designing a Comprehensive Open Network Laboratory Courseware,174--181,,8,"IT education, curriculum, laboratory",,J. Comput. Sci. Coll.,Oct-08,24,1,,October,2008,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,computing education strategies
article,2674401,Nikunj  Agarwal and M. P. Sebastian,,,,Wireless Infrastructure Setup Strategies for Healthcare,66:1--66:2,66,2,"applications, healthcare, infrastructure, strategy, wireless",10.1145/2674396.2674401,,,,,,,2014,,Proceedings of the 7th International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '14,,978-1-4503-2746-6,"Rhodes, Greece",ACM,"New York, NY, USA",computing education strategies
article,2850522,Jennifer A. Rode and Andrea  Marshall and Houda  El Mimouni and Jennifer  Booker,,,,Computational Making (Abstract Only),494--494,,1,"computational making, computational thinking, ubiquitous computing",10.1145/2839509.2850522,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
article,3110033,Arie Wahyu Wijayanto and Tsuyoshi  Murata,,,,Flow-Aware Vertex Protection Strategy on Large Social Networks,58--63,,6,"graph mining, large graph, network analysis",10.1145/3110025.3110033,,,,,,,2017,,Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining 2017,ASONAM '17,,978-1-4503-4993-2,"Sydney, Australia",ACM,"New York, NY, USA",computing education strategies
article,1068075,Gloria Childress Townsend and Wade N. Hazel and Rick  Smock,,,,Using Evolutionary Computation Methods to Support Analytical Models for the Evolution and Maintenance of Conditional Strategies in Chthamalus Anisopoma,409--414,,6,"alternative phenotypes, conditional strategies, evolution strategies, evolutionary computation, induced defense, threshold model",10.1145/1068009.1068075,,,,,,,2005,,Proceedings of the 7th Annual Conference on Genetic and Evolutionary Computation,GECCO '05,,1-59593-010-8,"Washington DC, USA",ACM,"New York, NY, USA",computing education strategies
article,3048412,Zikai Alex Wen and Yiming  Li and Reid  Wade and Jeffrey  Huang and Amy  Wang,,,,What.Hack: Learn Phishing Email Defence the Fun Way,234--237,,4,"educational game, usable security",10.1145/3027063.3048412,,,,,,,2017,,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '17,,978-1-4503-4656-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,2580098,Yang  Liu and Ni  Yan and Dili  Hu,,,,Chorlody: A Music Learning Game,277--280,,4,"educational game, music game",10.1145/2559206.2580098,,,,,,,2014,,CHI '14 Extended Abstracts on Human Factors in Computing Systems,CHI EA '14,,978-1-4503-2474-8,"Toronto, Ontario, Canada",ACM,"New York, NY, USA",computing education strategies
article,2470668,Derek  Lomas and Kishan  Patel and Jodi L. Forlizzi and Kenneth R. Koedinger,,,,Optimizing Challenge in an Educational Game Using Large-scale Design Experiments,89--98,,10,"crowdsourcing, design, education, games",10.1145/2470654.2470668,,,,,,,2013,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '13,,978-1-4503-1899-0,"Paris, France",ACM,"New York, NY, USA",computing education strategies
article,2851947,Celso M. da Costa and Cassio  Brasil and Leonardo L. Silva and Lucas  Murliky and Jo&#227;o Leonardo Fragoso and Guilherme  Debom and Rivalino  Matias and Aline  Fracalossi and Margrit Reni Krug,,,,NKE: An Embedded Nanokernel for Educational Purpose,1900--1902,,3,"ARM, Nanokernel, education",10.1145/2851613.2851947,,,,,,,2016,,Proceedings of the 31st Annual ACM Symposium on Applied Computing,SAC '16,,978-1-4503-3739-7,"Pisa, Italy",ACM,"New York, NY, USA",computing education strategies
article,3141894,Matthias  Hauswirth and Andrea  Adamoli and Mohammad Reza Azadmanesh,,,,The Program is the System: Introduction to Programming Without Abstraction,138--142,,5,"abstraction, education, programming languages",10.1145/3141880.3141894,,,,,,,2017,,Proceedings of the 17th Koli Calling Conference on Computing Education Research,Koli Calling '17,,978-1-4503-5301-4,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
article,1899525,Thomas  Monk and Johan  van Niekerk and Rossouw  von Solms,,,,Sweetening the Medicine: Educating Users About Information Security by Means of Game Play,193--200,,8,"educational games, information security, information security education",10.1145/1899503.1899525,,,,,,,2010,,Proceedings of the 2010 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists,SAICSIT '10,,978-1-60558-950-3,"Bela Bela, South Africa",ACM,"New York, NY, USA",computing education strategies
article,2598433,Guang-Wei  Zhang and Zhi-Hui  Zhan and Ke-Jing  Du and Wei-Neng  Chen,,,,Normalization Group Brain Storm Optimization for Power Electronic Circuit Optimization,183--184,,2,"brain storm optimization (bso), normalization group strategy (ngs), power electronic circuit (pec)",10.1145/2598394.2598433,,,,,,,2014,,Proceedings of the Companion Publication of the 2014 Annual Conference on Genetic and Evolutionary Computation,GECCO Comp '14,,978-1-4503-2881-4,"Vancouver, BC, Canada",ACM,"New York, NY, USA",computing education strategies
article,1099481,Joni  Mason and Marilee  Tuomanen,,,,TECH Spyware Raid: The PEA Matrix,205--206,,2,"adware, education, residential, spyware",10.1145/1099435.1099481,,,,,,,2005,,Proceedings of the 33rd Annual ACM SIGUCCS Conference on User Services,SIGUCCS '05,,1-59593-200-3,"Monterey, CA, USA",ACM,"New York, NY, USA",computing education strategies
article,1999867,John Mark Pullen and Nicholas K. Clark,,,,Moodle-integrated Open Source Synchronous Teaching,353--353,,1,"internet distance education, synchronous",10.1145/1999747.1999867,,,,,,,2011,,Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education,ITiCSE '11,,978-1-4503-0697-3,"Darmstadt, Germany",ACM,"New York, NY, USA",computing education strategies
article,2445478,Barbara  Anthony and Lisa  Bender and Christine  Chung and Mark  Lewis,,,,"Trends in CS Enrollment at Small, Liberal Arts Institutions (Abstract Only)",751--751,,1,"education, liberal arts",10.1145/2445196.2445478,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,1999871,Stefanie A. Markham and Ying  Zhu,,,,A Model for Visualizing Sentence Complexity,357--357,,1,"education, linguistic complexity, visualization",10.1145/1999747.1999871,,,,,,,2011,,Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education,ITiCSE '11,,978-1-4503-0697-3,"Darmstadt, Germany",ACM,"New York, NY, USA",computing education strategies
article,303098,Lydia  Plowman and Rosemary  Luckin and Diana  Laurillard and Matthew  Stratfold and Josie  Taylor,,,,Designing Multimedia for Learning: Narrative Guidance and Narrative Construction,310--317,,8,"education, multimedia design, narrative",10.1145/302979.303098,,,,,,,1999,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '99,,0-201-48559-1,"Pittsburgh, Pennsylvania, USA",ACM,"New York, NY, USA",computing education strategies
article,2892335,Dominic  Kao and D. Fox  Harrell,,,,Exploring the Effects of Encouragement in Educational Games,1906--1914,,9,"educational games, encouragement, feedback",10.1145/2851581.2892335,,,,,,,2016,,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '16,,978-1-4503-4082-3,"San Jose, California, USA",ACM,"New York, NY, USA",computing education strategies
article,2442035,Peter Samuelson Wardrip and R. Benjamin Shapiro and Andrea  Forte and Spiro  Maroulis and Karen  Brennan and Ricarose  Roque,,,,CSCW and Education: Viewing Education As a Site of Work Practice,333--336,,4,"education, work practice",10.1145/2441955.2442035,,,,,,,2013,,Proceedings of the 2013 Conference on Computer Supported Cooperative Work Companion,CSCW '13,,978-1-4503-1332-2,"San Antonio, Texas, USA",ACM,"New York, NY, USA",computing education strategies
article,2856522,Dixon  Lo and Austin  Lee,,,,Click: Using Smart Devices For Physical Collaborative Coding Education,500--505,,6,"Children, Education, Tangible Interaction",10.1145/2839462.2856522,,,,,,,2016,,"Proceedings of the TEI '16: Tenth International Conference on Tangible, Embedded, and Embodied Interaction",TEI '16,,978-1-4503-3582-9,"Eindhoven, Netherlands",ACM,"New York, NY, USA",computing education strategies
article,2658695,Conor  Linehan and George  Bellord and Ben  Kirman and Zachary H. Morford and Bryan  Roche,,,,Learning Curves: Analysing Pace and Challenge in Four Successful Puzzle Games,181--190,,10,"education, gamification, learning curve",10.1145/2658537.2658695,,,,,,,2014,,Proceedings of the First ACM SIGCHI Annual Symposium on Computer-human Interaction in Play,CHI PLAY '14,,978-1-4503-3014-5,"Toronto, Ontario, Canada",ACM,"New York, NY, USA",computing education strategies
article,2596709,David  Sloan and Sarah  Horton,,,,Global Considerations in Creating an Organizational Web Accessibility Policy,16:1--16:4,16,4,"legislation, policy, strategy, web accessibility",10.1145/2596695.2596709,,,,,,,2014,,Proceedings of the 11th Web for All Conference,W4A '14,,978-1-4503-2651-3,"Seoul, Korea",ACM,"New York, NY, USA",computing education strategies
article,3082539,Zbyn&#283;k  Pitra and Luk&#225;&#353;  Bajer and Jakub  Repick&#253; and Martin  Hole&#328;a,,,,Overview of Surrogate-model Versions of Covariance Matrix Adaptation Evolution Strategy,1622--1629,,8,"black-box optimization, evolutionary optimization, surrogate modelling",10.1145/3067695.3082539,,,,,,,2017,,Proceedings of the Genetic and Evolutionary Computation Conference Companion,GECCO '17,,978-1-4503-4939-0,"Berlin, Germany",ACM,"New York, NY, USA",computing education strategies
article,305871,Ainslie  Ellis and Dianne  Hagan and Judy  Sheard and Jason  Lowder and Wendy  Doube and Angela  Carbone and John  Robinson and Sylvia  Tucker,,,,A Collaborative Strategy for Developing Shared Java Teaching Resources to Support First Year Programming,84--87,,4,"Java programming, collaborative resources, repositories",10.1145/305786.305871,,,,,,,1999,,Proceedings of the 4th Annual SIGCSE/SIGCUE ITiCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '99,,1-58113-087-2,"Cracow, Poland",ACM,"New York, NY, USA",computing education strategies
